id	lon	lat	b_code
155624	1627	38.4146	55.2338	4
155703	1628	38.365	55.1166	4
155777	1629	38.4776	55.0115	4
155858	1630	38.0776	55.0111	4
155970	1631	38.2713	54.9127	4
156053	1632	38.0473	54.9095	4
156162	1633	37.8155	55.0004	4
156265	1634	37.6873	54.7273	4
156355	1635	37.7912	54.6532	4
156435	1636	37.9674	54.6823	4
156522	1637	37.8843	54.8061	4
156607	1638	38.0464	54.7949	4
156720	1639	38.1349	54.696	4
156846	1640	38.268	54.728	4
156955	1641	38.3948	54.6844	4
157056	1642	38.438	54.8157	4
157159	1643	38.3889	54.8778	4
157249	1644	37.8653	54.364	4
157330	1645	37.9662	54.507	4
157439	1646	37.7569	54.541	4
157544	1647	38.055	54.4142	4
157643	1648	38.0628	54.5416	4
157741	1649	38.3051	54.42	4
157830	1650	38.2271	54.5652	4
157927	1651	38.3961	54.5509	4
158020	1652	38.5291	54.4876	4
158125	1653	38.2972	54.2622	4
158228	1654	38.3267	54.1678	4
158328	1655	38.0954	54.2821	4
158407	1656	37.8203	54.2261	4
158495	1657	37.7128	53.9558	4
158578	1658	37.9303	54.0196	4
158656	1659	38.0787	54.121	4
158736	1660	38.5393	53.9667	4
158826	1661	38.3586	54.0228	4
158928	1662	38.1423	53.9942	4
159024	1663	38.3507	53.9029	4
159122	1664	38.2578	53.7835	4
159226	1665	38.0877	53.8765	4
159329	1666	37.9469	53.862	4
159409	1667	37.9755	54.1495	4
159502	1668	37.9783	53.7694	4
159601	1669	37.7156	53.6618	4
159683	1670	37.9589	53.6032	4
159755	1671	37.7052	53.5438	4
159837	1672	37.7972	53.4755	4
159934	1673	37.9684	53.4629	4
160030	1674	38.2003	53.3865	4
160131	1675	38.1632	53.5325	4
160212	1676	38.1359	53.6322	4
160312	1677	38.303	53.5928	4
160394	1678	38.4513	53.6673	4
160471	1679	38.4934	53.5446	4
160588	1680	37.9107	53.2913	4
160680	1681	37.72	53.1446	4
160781	1682	37.9265	53.0783	4
160867	1683	38.0618	53.095	4
160958	1684	38.1732	53.2552	4
161056	1685	38.3704	53.3135	4
161157	1686	38.4675	53.1838	4
161244	1687	38.4258	53.0613	4
161342	1688	38.1407	52.9596	4
161424	1689	38.4211	52.9352	4
161507	1690	37.9356	52.9299	4
161599	1691	37.9459	52.7916	4
161695	1692	38.1445	52.81	4
161788	1693	38.2537	52.8598	4
161876	1694	38.4643	52.8176	4
161955	1695	38.4903	52.7141	4
162042	1696	38.276	52.7392	4
162125	1697	38.2674	52.5592	4
162222	1698	38.5281	52.5345	4
162336	1699	38.0946	52.6012	4
162438	1700	37.9382	52.5836	4
162543	1701	37.9027	52.267	4
162625	1702	38.1106	52.325	4
162722	1703	38.0461	52.4214	4
162796	1704	38.2608	52.443	4
162895	1705	38.555	52.3913	4
162977	1706	38.43	52.2358	4
163074	1707	38.197	52.2523	4
163170	1708	38.228	52.1341	4
163279	1709	38.459	52.1406	4
163392	1710	37.8317	52.1345	4
163501	1711	37.8686	51.9636	4
163604	1712	37.8045	51.763	4
163721	1713	38.2147	51.7213	4
163832	1714	38.1001	51.9043	4
163952	1715	38.3522	51.8555	4
164080	1716	38.5243	51.9189	4
164148	1717	38.3337	52.0167	4
164235	1718	38.0658	52.0998	4
164350	1719	37.7906	51.5468	4
164464	1720	37.8906	51.4538	4
164593	1721	38.1439	51.4608	4
164725	1722	37.9852	51.6452	4
164851	1723	38.3173	51.58	4
164922	1724	38.436	51.6553	4
165008	1725	38.6076	51.6085	4
165083	1726	38.5925	51.4639	4
165173	1727	38.3974	51.4896	4
165246	1728	37.817	51.3588	4
165335	1729	38.0533	51.3328	4
165427	1730	38.1466	51.143	4
165521	1731	38.1476	51.0034	4
165620	1732	38.3865	51.1092	4
165710	1733	38.3875	51.278	4
165797	1734	38.5607	50.933	4
165893	1735	38.0607	50.9254	4
166000	1736	38.1693	50.8657	4
166093	1737	38.4843	50.8882	4
166185	1738	38.5751	50.7057	4
166292	1739	38.5864	50.5566	8
166400	1740	37.9835	50.5749	4
166485	1741	38.2695	50.6113	4
166576	1742	38.0834	50.6914	4
166670	1743	37.9543	50.7884	4
166775	1744	38.3148	50.7353	4
166865	1745	37.8803	50.3266	4
166947	1746	38.1033	50.4051	8
167037	1747	38.2208	50.2454	4
167127	1748	37.9612	50.2133	4
167205	1749	38.5589	50.31	8
167300	1750	38.5048	50.1981	8
167402	1751	37.905	50.0901	4
167487	1752	38.0318	50.0208	8
167580	1753	38.2379	50.0848	8
167657	1754	38.6806	50.0307	8
167759	1755	38.9632	49.8363	8
167840	1756	38.8715	50.1344	8
167937	1757	38.8533	50.0876	8
168029	1758	38.609	50.7679	4
168121	1759	38.9175	50.7688	4
168212	1760	38.9003	50.6516	8
168306	1761	38.9818	51.0325	4
168395	1762	39.0638	50.9506	4
168506	1763	38.8248	50.933	4
168587	1764	39.2119	50.8836	4
168686	1765	39.4336	50.8887	4
168804	1766	39.4471	51.1401	4
168913	1767	39.2728	51.1576	4
169013	1768	38.6309	51.0523	4
169094	1769	38.6964	51.2434	4
169176	1770	38.9582	51.2108	4
169259	1771	39.2425	51.3146	4
169350	1772	38.7732	51.3234	4
169433	1773	38.9895	51.3914	4
169537	1774	38.9223	51.4331	4
169637	1775	38.6407	51.5093	4
169708	1776	38.8099	51.5498	4
169787	1777	39.4267	51.5123	4
169880	1778	38.5358	51.7854	4
169960	1779	38.7603	51.8053	4
170040	1780	38.8921	51.8359	4
170140	1781	38.8656	51.7176	4
170223	1782	39.2457	51.7903	4
170300	1783	39.0387	51.5735	4
170393	1784	39.0533	51.7439	4
170478	1785	39.1404	51.895	4
170553	1786	38.7266	51.9598	4
170638	1787	38.9363	52.0185	4
170723	1788	38.6863	52.1161	4
170811	1789	38.9423	52.2	4
170885	1790	38.7777	52.2688	4
170989	1791	39.102	52.2948	4
171083	1792	39.3951	52.3037	4
171180	1793	39.3422	51.9737	4
171255	1794	39.1302	52.1019	4
171367	1795	38.9409	52.3331	4
171473	1796	38.8869	52.4903	4
171574	1797	38.78	52.5891	4
171655	1798	39.4009	52.4457	4
171748	1799	39.2012	52.5826	4
171827	1800	38.8309	52.7441	4
171916	1801	38.9458	52.9055	4
172008	1802	38.6094	52.8951	4
172088	1803	38.6824	53.0362	4
172171	1804	39.2045	52.7562	4
172264	1805	39.1691	52.9115	4
172354	1806	39.4869	52.9496	4
172444	1807	39.1541	53.0925	4
172533	1808	38.9863	53.1225	4
172637	1809	39.1801	53.2055	4
172733	1810	39.1165	53.3355	4
172816	1811	38.959	53.3075	4
172927	1812	38.7394	53.1957	4
173043	1813	38.7225	53.327	4
173157	1814	38.778	53.4331	4
173260	1815	38.5807	53.444	4
173386	1816	38.9655	53.4748	4
173493	1817	39.2582	53.441	4
173573	1818	39.4247	53.3253	4
173655	1819	38.6101	53.5865	4
173735	1820	38.7701	53.5456	4
173838	1821	38.7671	53.6318	4
173932	1822	38.8073	53.7456	4
174031	1823	38.5654	53.7579	4
174121	1824	39.1132	53.6883	4
174219	1825	39.4086	53.6522	4
174315	1826	39.3729	53.7545	4
174394	1827	39.1549	53.8222	4
174477	1828	38.5639	53.8879	4
174575	1829	38.8089	53.942	4
174664	1830	38.9966	53.9021	4
174740	1831	39.4254	53.8898	4
174805	1832	39.4341	54.012	4
174895	1833	39.2675	54.1102	4
174985	1834	38.9208	54.0658	4
175072	1835	38.8137	54.1325	4
175165	1836	38.6078	54.0805	4
175269	1837	38.5575	54.2052	4
175375	1838	39.0697	54.2155	4
175454	1839	39.4277	54.1888	4
175528	1840	39.2968	54.2257	4
175556	1841	38.5908	54.3065	4
175660	1842	38.6226	54.4084	4
175765	1843	38.8358	54.3916	4
175862	1844	38.9045	54.4947	4
175935	1845	38.6209	54.5051	4
176023	1846	39.0919	54.4805	4
176099	1847	39.0392	54.3295	4
176195	1848	38.8151	54.2416	4
176289	1849	39.194	54.2672	4
176368	1850	39.25	54.3682	4
176453	1851	39.4531	54.3097	4
176556	1852	39.4526	54.3877	4
176650	1853	39.3376	54.4475	4
176725	1854	39.0737	54.5686	4
176794	1855	38.7453	54.7124	4
176880	1856	38.5643	54.7617	4
176960	1857	38.9519	54.7052	4
177043	1858	39.1429	54.7111	4
177126	1859	39.3835	54.71	4
177223	1860	39.1231	54.8133	4
177312	1861	38.9039	54.8323	4
177420	1862	38.588	54.877	4
177506	1863	38.9198	54.9081	4
177617	1864	39.0715	54.9246	4
177698	1865	39.407	54.8741	4
177784	1866	39.3296	54.9163	4
177883	1867	38.6762	55.0348	4
177973	1868	38.542	55.0987	4
178055	1869	38.9457	55.0581	4
178151	1870	39.0446	55.0357	4
178235	1871	39.149	55.058	4
178310	1872	39.2673	55.1252	4
178395	1873	39.0417	55.1381	4
178487	1874	38.8808	55.1933	4
178575	1875	38.672	55.1904	4
178664	1876	39.2889	55.2412	4
178776	1877	38.7098	55.4032	4
178857	1878	38.8214	55.3156	4
178935	1879	38.5357	55.3148	4
179027	1880	39.0886	55.2636	4
179129	1881	38.9323	55.4319	4
179226	1882	39.1194	55.4297	4
179315	1883	39.3546	55.3907	4
179407	1884	39.0131	55.496	4
179485	1885	38.7129	55.513	4
179583	1886	38.5338	55.5684	4
179660	1887	38.8399	55.6104	4
179748	1888	39.1254	55.5901	4
179845	1889	38.4995	55.708	4
179924	1890	38.7023	55.6666	4
180025	1891	38.825	55.7054	4
180100	1892	39.0278	55.6956	4
180174	1893	39.1927	55.6661	4
180248	1894	39.3715	55.6511	4
180315	1895	39.3556	55.8181	4
180381	1896	39.3768	55.963	4
180469	1897	39.0741	55.9618	4
180543	1898	39.0632	55.8147	4
180629	1899	38.8755	55.851	4
180706	1900	38.7852	55.7814	4
180787	1901	38.6187	55.8429	4
180872	1902	38.7256	55.895	4
180977	1903	38.5104	55.9565	4
181068	1904	38.4852	56.149	4
181156	1905	38.3649	56.193	4
181260	1906	38.3559	56.34	4
181354	1907	38.7526	56.3463	4
181421	1908	38.746	56.1956	4
181528	1909	38.7877	56.0641	4
181632	1910	39.1724	56.1329	4
181715	1911	39.2501	56.2923	4
181802	1912	39.1194	56.3685	4
181914	1913	39.0714	56.4408	4
182018	1914	38.8329	56.4694	4
182121	1915	38.5526	56.4709	4
182212	1916	38.3638	56.4388	4
182306	1917	38.4698	56.5842	4
182408	1918	38.5338	56.6753	4
182508	1919	38.7332	56.6061	4
182616	1920	38.975	56.5937	4
182715	1921	39.3172	56.6343	4
182820	1922	39.1133	56.7092	4
182920	1923	38.9043	56.7598	4
183005	1924	38.6947	56.829	4
183095	1925	38.471	56.8499	4
183202	1926	38.4942	57.0601	4
183318	1927	38.806	57.0347	4
183448	1928	38.9745	57.0271	4
183584	1929	39.1438	57.107	4
183678	1930	38.9493	57.2566	4
183760	1931	38.6764	57.2521	4
183875	1932	38.3869	57.1874	4
183978	1933	38.4828	57.3499	4
184087	1934	38.4082	57.4704	4
184191	1935	38.5729	57.5095	6
184299	1936	38.9496	57.3528	6
184397	1937	38.9085	57.5091	6
184507	1938	39.1295	57.47	6
184613	1939	39.121	57.5749	6
184717	1940	38.9734	57.6441	6
184849	1941	38.6582	57.5997	6
184948	1942	38.4571	57.5791	4
185049	1943	38.8357	57.7017	6
185169	1944	38.8029	57.7946	6
185295	1945	38.8451	57.9031	6
185399	1946	39.1121	57.7169	6
185509	1947	39.1072	57.8166	6
185636	1948	39.18	57.8729	6
185741	1949	39.1033	57.9792	6
185849	1950	38.6629	58.0541	4
185942	1951	38.6721	58.1948	6
186028	1952	38.9139	58.1374	6
186135	1953	38.8834	58.3119	6
186233	1954	39.1875	58.2499	6
186354	1955	39.2246	58.3836	6
186483	1956	39.1171	58.4728	6
186592	1957	39.1319	58.6327	6
186698	1958	38.9056	58.6025	6
186802	1959	38.7251	58.7371	6
186916	1960	38.5062	58.7361	6
187028	1961	38.6397	58.8548	6
187136	1962	38.6133	58.9765	6
187255	1963	38.797	59.064	6
187352	1964	38.9728	58.9772	6
187450	1965	38.9048	58.8411	6
187566	1966	39.1677	58.7805	6
187669	1967	38.4266	59.4197	6
187771	1968	38.6866	59.4801	6
187861	1969	38.9699	59.4939	6
187963	1970	39.2156	59.4669	6
188057	1971	38.6733	59.2584	6
188162	1972	38.811	59.1785	6
188244	1973	38.6043	59.161	6
188330	1974	39.1006	59.2799	6
188415	1975	39.2079	59.159	6
188519	1976	38.7773	59.601	6
188625	1977	38.4314	59.5599	6
188736	1978	39.1511	59.5921	6
188826	1979	39.1075	59.7457	6
188927	1980	38.4922	59.7244	6
188999	1981	38.3011	59.7977	6
189093	1982	38.6131	59.9267	6
189197	1983	38.7722	59.8596	6
189294	1984	38.9066	59.8948	6
189394	1985	39.0942	60.0281	6
189480	1986	38.7661	60.0281	6
189567	1987	38.8715	60.1375	6
189671	1988	38.6019	60.1318	6
189803	1989	38.6922	60.2989	6
189895	1990	38.6954	60.4083	6
190023	1991	38.6278	60.4924	6
190139	1992	38.5451	60.7178	6
190251	1993	38.7695	60.6344	6
190346	1994	39.0153	60.5555	6
190412	1995	38.9962	60.7724	6
190507	1996	38.7324	60.8414	6
190595	1997	38.8156	60.9484	6
190690	1998	38.5258	60.9521	6
190789	1999	38.8229	61.0926	6
190878	2000	38.8137	61.131	6
190966	2001	39.0619	61.1499	6
191067	2002	38.919	61.2228	6
191186	2003	39.0952	61.2508	6
191284	2004	38.9361	61.3607	6
191385	2005	38.9822	61.4069	6
191477	2006	38.5265	61.4416	6
191570	2007	38.6118	61.5803	6
191668	2008	39.1012	61.5591	6
191792	2009	40.8997	61.5884	6
191914	2010	40.8386	61.3087	6
192043	2011	40.3781	61.2811	6
192127	2012	39.9654	61.4223	6
192258	2013	39.8648	61.5522	6
192367	2014	39.5349	61.4686	6
192466	2015	39.5483	61.4221	6
192564	2016	39.9342	61.177	6
192673	2017	40.2851	61.149	6
192757	2018	40.55	61.0392	6
192854	2019	40.1163	60.9429	6
192950	2020	39.7704	61.0241	6
193051	2021	39.487	60.8978	6
193141	2022	40.355	60.861	6
193241	2023	40.7079	60.8751	6
193337	2024	39.2509	60.7609	6
193437	2025	39.6016	60.6502	6
193515	2026	39.2434	60.6038	6
193601	2027	39.5968	60.5125	6
193676	2028	39.9046	60.6177	6
193749	2029	40.1781	60.5928	6
193833	2030	40.1909	60.7696	6
193913	2031	40.4484	60.6861	6
193997	2032	40.6024	60.5864	6
194082	2033	40.4391	60.481	6
194165	2034	39.2824	60.3997	6
194263	2035	39.8377	60.4549	6
194346	2036	40.1683	60.4253	6
194431	2037	40.1595	60.2401	6
194519	2038	39.7747	60.2509	6
194614	2039	39.3771	60.2376	6
194720	2040	39.3399	60.1015	6
194802	2041	39.6758	60.1235	6
194902	2042	39.8749	60.1495	6
194981	2043	40.1845	60.1093	6
195055	2044	40.4828	60.0652	6
195149	2045	40.0803	60.0169	6
195252	2046	39.4002	59.9722	6
195330	2047	39.254	59.8716	6
195416	2048	39.6645	59.876	6
195514	2049	40.0612	59.878	6
195601	2050	40.2482	59.9185	6
195716	2051	40.5598	59.8958	6
195808	2052	40.3074	59.8286	6
195895	2053	39.5055	59.7809	6
195972	2054	39.9249	59.7606	6
196070	2055	39.7893	59.6643	6
196165	2056	39.4407	59.5547	6
196265	2057	40.5942	59.6906	6
196367	2058	40.5919	59.6268	6
196456	2059	40.3758	59.6601	6
196544	2060	40.4265	59.519	6
196641	2061	40.1364	59.5362	6
196729	2062	40.3119	59.4442	6
196828	2063	39.8797	59.4949	6
196925	2064	39.2634	59.3511	6
197018	2065	39.4976	59.4074	6
197116	2066	39.5417	59.3167	6
197200	2067	39.8114	59.3473	6
197298	2068	39.3593	59.2098	6
197398	2069	39.7187	59.2133	6
197504	2070	39.5234	59.1542	6
197607	2071	39.936	59.16	6
197706	2072	40.2731	59.141	6
197796	2073	40.0537	59.3286	6
197878	2074	40.5527	59.4175	6
197986	2075	39.3543	59.0338	6
198093	2076	39.7403	59.0141	6
198196	2077	39.7937	58.8855	6
198294	2078	40.4095	58.9991	6
198393	2079	40.2027	58.9252	6
198490	2080	40.2905	58.8726	6
198583	2081	40.5248	58.7688	6
198677	2082	40.302	58.7711	6
198783	2083	39.9554	58.7905	6
198882	2084	39.5267	58.8192	6
198992	2085	39.4012	58.782	6
199086	2086	39.3566	58.6721	6
199203	2087	39.3647	58.6172	6
199296	2088	39.4177	58.48	6
199410	2089	39.6557	58.4696	6
199544	2090	39.5878	58.6264	6
199636	2091	39.8112	58.669	6
199770	2092	39.899	58.3937	6
199900	2093	39.4688	58.3758	6
200020	2094	39.5334	58.3016	6
200121	2095	39.237	58.172	6
200261	2096	39.8882	58.2669	6
200401	2097	39.6558	58.2215	6
200537	2098	40.155	58.0798	6
200642	2099	39.9348	58.1099	6
200774	2100	39.6267	58.1159	6
200907	2101	39.3665	58.0818	6
201047	2102	39.5663	57.9891	6
201148	2103	39.8567	57.9805	6
201274	2104	39.3815	57.9133	6
201414	2105	39.5511	57.8399	6
201500	2106	39.6604	57.868	6
201609	2107	39.9637	57.8621	6
201700	2108	39.8835	57.7178	6
201811	2109	39.5368	57.7144	6
201915	2110	39.3214	57.7735	6
202008	2111	39.4517	57.6161	6
202102	2112	39.6412	57.6108	6
202187	2113	40.1432	57.6997	6
202278	2114	39.3919	57.5095	6
202368	2115	39.5494	57.4195	6
202458	2116	39.2833	57.3794	6
202579	2117	39.3071	57.2253	6
202670	2118	39.3683	57.3133	6
202770	2119	39.5797	57.2766	6
202863	2120	39.6776	57.3764	6
202969	2121	39.9229	57.4194	6
203077	2122	39.8431	57.474	6
203196	2123	40.1484	57.5088	6
203294	2124	40.2231	57.335	6
203408	2125	40.2457	57.2517	6
203516	2126	39.491	57.0234	4
203618	2127	39.5437	57.1352	6
203707	2128	39.7344	57.0221	4
203806	2129	39.8238	57.149	6
203897	2130	39.912	57.2679	6
204003	2131	40.1538	57.0262	6
204111	2132	40.2134	57.1194	6
204209	2133	39.1858	56.8627	4
204297	2134	39.4863	56.8137	4
204406	2135	39.7285	56.8352	4
204499	2136	39.966	56.8012	4
204590	2137	40.0469	56.8449	4
204675	2138	40.2733	56.8249	4
204775	2139	40.1669	56.7273	4
204860	2140	40.0447	56.5889	4
204956	2141	39.8185	56.6563	4
205035	2142	39.5386	56.6574	4
205123	2143	39.3968	56.3838	4
205201	2144	39.5214	56.493	4
205279	2145	39.7956	56.5176	4
205363	2146	39.9384	56.4602	4
205449	2147	40.189	56.5125	4
205525	2148	40.362	56.5788	4
205611	2149	40.3519	56.4611	4
205705	2150	40.3505	56.326	4
205756	2151	39.9918	56.3432	4
205840	2152	39.7918	56.3679	4
205935	2153	39.4861	56.2209	4
206023	2154	39.5905	56.3196	4
206105	2155	39.7567	56.2002	4
206187	2156	39.4845	56.0617	4
206272	2157	39.6823	56.0797	4
206357	2158	39.9915	56.0948	4
206426	2159	40.1975	55.9607	4
206515	2160	40.1136	55.8581	4
206602	2161	39.8348	55.8817	4
206710	2162	39.7797	55.9568	4
206816	2163	39.5343	55.927	4
206904	2164	39.5624	55.7223	4
206994	2165	39.8191	55.7963	4
207091	2166	39.7179	55.6424	4
207198	2167	39.7496	55.4926	4
207295	2168	39.5475	55.4296	4
207386	2169	39.7079	55.4242	4
207479	2170	39.7344	55.3042	4
207581	2171	39.4303	55.2928	4
207669	2172	39.4721	55.1941	4
207752	2173	39.7469	55.1914	4
207839	2174	40.1012	55.3099	4
207933	2175	40.0738	55.35	4
207962	2176	40.2848	55.4321	4
208058	2177	40.2622	55.3191	4
208128	2178	40.2282	55.271	4
208201	2179	40.0698	55.2168	4
208291	2180	40.0618	55.5891	4
208393	2181	39.4699	55.5792	4
208474	2182	39.8238	55.1555	4
208564	2183	39.9431	55.1106	4
208651	2184	39.9473	55.0336	4
208734	2185	40.3188	54.9059	4
208824	2186	39.7679	54.919	4
208908	2187	39.4576	55.0625	4
208987	2188	39.5076	54.8163	4
209071	2189	39.7499	54.8299	4
209149	2190	39.9535	54.8348	4
209240	2191	39.9749	54.7311	4
209330	2192	39.7859	54.7448	4
209415	2193	40.2642	54.8022	4
209505	2194	40.1586	54.606	4
209582	2195	40.3098	54.5431	4
209658	2196	40.0833	54.5446	4
209746	2197	39.9228	54.642	4
209832	2198	39.9508	54.5644	4
209917	2199	39.899	54.5015	4
210011	2200	39.7323	54.5778	4
210095	2201	39.5768	54.7212	4
210194	2202	39.4898	54.612	4
210282	2203	39.2694	54.6043	4
210378	2204	39.5765	54.5047	4
210461	2205	39.5627	54.2067	4
210546	2206	39.7069	54.1019	4
210628	2207	39.8203	54.2187	4
210726	2208	39.6939	54.3413	4
210817	2209	39.8371	54.4027	4
210899	2210	40.0372	54.4654	4
210998	2211	40.2609	54.4505	4
211077	2212	40.2693	54.2923	4
211150	2213	40.0653	54.309	4
211233	2214	40.0339	54.154	4
211321	2215	40.247	54.1833	4
211406	2216	40.0177	54.0669	4
211494	2217	40.268	54.039	4
211566	2218	40.1104	53.9373	4
211640	2219	39.8414	53.9288	4
211735	2220	39.5305	53.9171	4
211823	2221	39.5178	53.7753	4
211909	2222	39.6395	53.7574	4
211984	2223	39.8203	53.6809	4
212074	2224	39.8428	53.8088	4
212161	2225	40.1945	53.7604	4
212249	2226	39.5231	53.4783	4
212341	2227	39.7591	53.4783	4
212431	2228	40.0691	53.4604	4
212530	2229	40.2613	53.4904	4
212627	2230	39.5923	53.2404	4
212715	2231	39.8668	53.2328	4
212800	2232	39.9261	53.093	4
212897	2233	39.8032	53.0277	4
212993	2234	39.5922	53.0827	4
213083	2235	40.2815	52.9704	4
213192	2236	39.6634	52.9331	4
213279	2237	39.5667	52.8228	4
213357	2238	39.5396	52.6892	4
213456	2239	39.7912	52.6355	4
213544	2240	39.865	52.7464	4
213623	2241	39.9803	52.8203	4
213707	2242	39.8501	52.5402	4
213805	2243	39.6679	52.4369	4
213890	2244	39.7909	52.3526	4
213985	2245	39.9554	52.3595	4
214086	2246	39.9719	52.4472	4
214181	2247	40.3229	52.126	4
214258	2248	39.9124	52.2542	4
214347	2249	39.5934	52.2306	4
214432	2250	39.62	52.1247	4
214519	2251	39.6427	52.0215	4
214607	2252	40.0489	52.0728	4
214695	2253	39.9121	51.9141	4
214797	2254	40.1429	51.7488	4
214880	2255	39.6324	51.7824	4
214967	2256	39.8057	51.7091	4
215047	2257	39.7686	51.5294	4
215135	2258	39.9424	51.4531	4
215221	2259	40.2535	51.543	4
215318	2260	40.3515	51.4164	4
215411	2261	40.0498	51.3813	4
215496	2262	39.5906	51.3856	4
215589	2263	39.9143	51.276	4
215686	2264	39.9965	51.1659	4
215781	2265	39.8663	51.0587	4
215891	2266	39.7452	50.9677	8
215986	2267	40.0613	51.0441	4
216080	2268	40.3493	51.1014	4
216164	2269	40.4526	51.2516	4
216255	2270	40.597	51.0196	8
216337	2271	39.9867	50.9235	8
216421	2272	40.7108	51.3227	4
216507	2273	40.8537	51.1138	4
216583	2274	41.1956	51.0357	4
216671	2275	41.6293	51.026	4
216747	2276	41.4421	51.1076	4
216841	2277	41.3756	51.2548	4
216937	2278	41.1704	51.3063	4
217020	2279	41.1035	51.4096	4
217128	2280	41.4896	51.3891	4
217219	2281	40.7434	51.6582	4
217311	2282	40.5675	51.7791	4
217402	2283	41.0299	51.6892	4
217493	2284	41.105	51.5578	4
217593	2285	41.526	51.5446	4
217684	2286	41.4388	51.7281	4
217776	2287	40.9316	51.8418	4
217866	2288	40.5312	51.9055	4
217969	2289	40.736	52.0914	4
218049	2290	41.0242	52.0399	4
218135	2291	41.3247	51.8502	4
218205	2292	41.5861	51.9154	4
218297	2293	41.348	52.032	4
218401	2294	41.4329	52.1916	4
218495	2295	40.5587	52.2374	4
218577	2296	41.0254	52.2468	4
218665	2297	41.1789	52.3421	4
218782	2298	41.5299	52.3539	4
218870	2299	41.1184	52.5159	4
218964	2300	40.5935	52.574	4
219061	2301	40.7454	52.6913	4
219151	2302	41.0953	52.6788	4
219244	2303	41.4623	52.5602	4
219328	2304	41.1196	52.7612	4
219418	2305	40.5314	52.7883	4
219528	2306	40.727	52.8607	4
219623	2307	41.4618	52.8142	4
219722	2308	41.2565	52.9002	4
219830	2309	40.5551	52.9428	4
219933	2310	40.6255	53.0524	4
220024	2311	40.6948	53.2165	4
220118	2312	40.8911	53.0391	4
220196	2313	41.3384	53.0804	4
220298	2314	41.0425	53.2146	4
220376	2315	41.0207	52.9422	4
220461	2316	40.8433	53.3072	4
220550	2317	41.3432	53.2206	4
220640	2318	41.5033	53.3566	4
220740	2319	40.7006	53.3921	4
220835	2320	40.4862	53.5012	4
220939	2321	40.8612	53.5312	4
221020	2322	41.4731	53.5452	4
221106	2323	40.6145	53.6537	4
221192	2324	40.8176	53.6402	4
221277	2325	40.9754	53.6359	4
221363	2326	41.3241	53.605	4
221448	2327	41.1202	53.6949	4
221529	2328	41.5155	53.6769	4
221615	2330	41.5352	53.8041	4
221687	2331	41.3543	53.8593	4
221781	2332	41.5321	53.9211	4
221866	2333	41.2069	53.9442	4
221946	2334	41.0518	53.8895	4
222030	2335	40.6137	53.7834	4
222103	2336	40.4225	53.8178	4
222174	2337	40.628	53.9462	4
222248	2338	40.8816	53.9393	4
222344	2339	40.49	53.971	4
222430	2340	40.5586	54.0235	4
222506	2341	40.7876	54.0517	4
222600	2342	40.9548	54.081	4
222696	2343	41.0808	54.0442	4
222798	2344	41.7379	53.8723	4
222885	2345	41.742	54.1075	4
222938	2346	41.525	54.1121	4
222991	2347	41.256	54.1339	4
223069	2348	40.7388	54.2105	4
223147	2349	41.2729	54.2138	4
223222	2350	41.5413	54.2416	4
223290	2351	40.4652	54.2066	4
223369	2352	40.5186	54.3035	4
223445	2353	40.6787	54.3039	4
223525	2354	40.5216	54.3875	4
223608	2355	40.984	54.2861	4
223701	2356	41.3127	54.2817	4
223782	2357	41.3098	54.3716	4
223856	2358	40.4138	54.6951	4
223888	2359	40.4664	54.6368	4
223976	2360	40.5234	54.5267	4
224052	2361	40.5929	54.6509	4
224126	2362	40.7155	54.5621	4
224214	2363	40.7757	54.4358	4
224311	2364	41.0697	54.4708	4
224389	2365	41.2134	54.4858	4
224463	2366	41.2955	54.6108	4
224539	2367	41.1074	54.6005	4
224615	2368	40.8518	54.6598	4
224715	2369	41.2166	54.7157	4
224794	2370	41.4443	54.7108	4
224873	2371	40.8304	54.7738	4
224958	2372	40.9741	54.7991	4
225048	2373	41.3845	54.7868	4
225125	2374	40.8455	54.9495	4
225227	2375	40.6132	54.9458	4
225314	2376	40.4199	55.2273	4
225406	2377	40.4303	55.0811	4
225493	2378	40.6092	55.0915	4
225573	2379	40.9468	55.0557	4
225647	2380	40.7038	55.1469	4
225729	2381	41.075	55.0505	4
225812	2382	41.2954	55.0511	4
225890	2383	41.2875	55.1155	4
225971	2384	40.8752	55.2167	4
226081	2385	41.0682	55.233	4
226178	2386	40.6016	55.2378	4
226259	2387	40.7592	55.3192	4
226359	2388	40.3899	55.3036	4
226421	2389	41.0607	55.3142	4
226512	2390	41.3073	55.2601	4
226586	2391	41.3958	55.1915	4
226639	2392	40.4114	55.5766	4
226736	2393	40.5015	55.4223	4
226836	2394	40.4898	55.3676	4
226909	2395	40.5679	55.5705	4
227014	2396	40.7811	55.5464	4
227095	2397	40.7882	55.4337	4
227186	2398	41.1644	55.4153	4
227277	2399	40.997	55.518	4
227384	2400	41.435	55.414	4
227473	2401	41.2571	55.5155	4
227565	2402	41.2101	55.6061	4
227654	2403	40.8787	55.6609	4
227747	2404	41.5284	55.5759	4
227830	2405	40.4445	55.7548	4
227897	2406	40.46	55.8569	4
227983	2407	40.7161	55.7262	4
228078	2408	40.8019	55.8414	4
228183	2409	40.9243	55.8234	4
228266	2410	41.3447	55.7953	4
228352	2411	41.3747	55.9207	4
228442	2412	41.0475	55.9014	4
228535	2413	40.7031	55.9513	4
