map_ID,no_np,dir,lon,lat
98,153,severo-zapad,30.6097,58.0777
3012,153,vostok,43.7359,56.2123
329,153,zapad,33.0281,56.1704
159,154,jug,32.5421,52.6025
2040,154,sever,39.3399,60.1015
304,154,severo-zapad,31.0989,58.9543
3014,154,vostok,43.9409,56.1071
330,154,zapad,33.2682,56.193
163,155,jug,32.8004,52.6231
2041,155,sever,39.6758,60.1235
84,155,severo-zapad,31.035,58.8768
2803,155,vostok,43.0861,56.0104
500,155,zapad,33.2956,56.0368
3970,156,jug,32.1432,52.5408
2042,156,sever,39.8749,60.1495
305,156,severo-zapad,31.614,58.8339
2804,156,vostok,43.235,56.0656
501,156,zapad,33.6323,56.0913
3971,157,jug,32.2341,52.5142
1985,157,sever,39.0942,60.0281
4187,157,severo-zapad,31.2331,58.7316
3015,157,vostok,43.4986,56.046
505,157,zapad,33.9409,56.0255
3973,158,jug,32.3784,52.5411
303,158,severo-zapad,31.7714,58.7053
3016,158,vostok,43.7829,56.006
3984,159,jug,32.9442,52.5024
369,159,sever,32.2903,59.9866
294,159,severo-zapad,31.2626,58.6311
3001,159,vostok,44.0624,56.8399
481,159,zapad,34.1537,56.9721
3972,160,jug,32.2329,52.4226
397,160,sever,32.711,59.9831
295,160,severo-zapad,31.4231,58.6551
3002,160,vostok,44.2502,56.7947
7,160,zapad,34.7506,56.9764
158,161,jug,32.5054,52.438
396,161,sever,32.885,59.9403
301,161,severo-zapad,31.9455,58.6274
10,161,zapad,34.5164,56.9236
3977,162,jug,32.0857,52.2581
398,162,sever,32.575,59.9234
296,162,severo-zapad,31.2127,58.428
3205,162,vostok,44.6057,56.8554
482,162,zapad,34.2742,56.803
3980,163,jug,32.3205,52.3136
370,163,sever,32.2006,59.8555
298,163,severo-zapad,31.6631,58.4599
3206,163,vostok,44.79,56.7863
812,163,zapad,34.7584,56.8354
161,164,jug,32.6811,52.3287
399,164,sever,32.8707,59.8432
297,164,severo-zapad,31.7083,58.3222
3005,164,vostok,44.0589,56.6888
809,164,zapad,34.5153,56.729
162,165,jug,32.8818,52.2943
371,165,sever,32.2792,59.7201
293,165,severo-zapad,31.8353,58.3212
3209,165,vostok,44.2956,56.7039
9,165,zapad,34.1316,56.6454
3978,166,jug,32.0375,52.1053
400,166,sever,32.6028,59.7257
292,166,severo-zapad,31.7214,58.2672
3207,166,vostok,44.5046,56.7217
494,166,zapad,34.3567,56.5876
401,167,sever,32.9211,59.7143
99,167,severo-zapad,31.0358,58.1419
3007,167,vostok,44.107,56.5685
810,167,zapad,34.7926,56.6817
583,168,jug,33.7516,52.931
3989,169,jug,33.1849,52.836
366,168,sever,32.485,59.6249
284,168,severo-zapad,31.1881,58.1414
3208,168,vostok,44.4555,56.6155
495,168,zapad,34.1302,56.4986
362,169,sever,32.1153,59.5476
287,169,severo-zapad,31.4584,58.168
3210,169,vostok,44.6534,56.6414
808,169,zapad,34.6262,56.5408
170,170,jug,33.3656,52.856
364,170,sever,32.4198,59.5125
291,170,severo-zapad,31.9259,58.1729
3211,170,vostok,44.8202,56.6216
496,170,zapad,34.4047,56.4422
169,171,jug,33.5749,52.7927
406,171,sever,32.8862,59.5101
285,171,severo-zapad,31.1606,58.027
3201,171,vostok,44.2307,56.4679
807,171,zapad,34.8774,56.45
584,172,jug,33.9635,52.856
408,172,sever,32.708,59.4162
286,172,severo-zapad,31.5666,58.0424
3200,172,vostok,44.7642,56.5272
497,172,zapad,34.157,56.3317
589,173,jug,33.8582,52.746
363,173,sever,32.2833,59.3684
288,173,severo-zapad,31.7383,58.0331
3202,173,vostok,44.1989,56.362
800,173,zapad,34.509,56.3012
3987,174,jug,33.3064,52.6872
409,174,sever,32.9137,59.313
3757,174,severo-zapad,27.8305,57.8984
3203,174,vostok,44.3978,56.3269
801,174,zapad,34.6672,56.3031
167,175,jug,33.595,52.6637
365,175,sever,32.5785,59.2959
3759,175,severo-zapad,27.6405,57.7729
3193,175,vostok,44.3566,56.203
803,175,zapad,34.9226,56.2823
590,176,jug,33.8119,52.654
358,176,sever,32.1471,59.2417
3764,176,severo-zapad,27.8906,57.7209
3194,176,vostok,44.777,56.1731
503,176,zapad,34.1591,56.146
3985,177,jug,33.1759,52.5639
359,177,sever,32.3757,59.2137
3758,177,severo-zapad,27.9896,57.7718
3189,177,vostok,44.208,56.1401
3190,179,vostok,44.189,56.0059
802,177,zapad,34.6978,56.2194
164,178,jug,33.3824,52.5524
414,178,sever,32.9638,59.1993
3761,178,severo-zapad,27.5021,57.6368
3197,178,vostok,44.9737,56.1285
799,178,zapad,34.8959,56.1653
166,179,jug,33.6263,52.5423
425,179,sever,32.7301,59.135
3763,179,severo-zapad,27.9928,57.6414
504,179,zapad,34.2152,56.0231
3986,180,jug,33.1939,52.47
308,180,sever,32.1665,59.0632
3762,180,severo-zapad,27.6654,57.4739
3191,180,vostok,44.3353,56.0292
792,180,zapad,34.5312,56.0535
165,181,jug,33.4839,52.4494
393,181,sever,33.8826,59.9779
3770,181,severo-zapad,27.682,57.37
3192,181,vostok,44.4669,56.0843
797,181,zapad,34.7949,56.0315
599,182,jug,33.873,52.4455
394,182,sever,33.7919,59.9013
3772,182,severo-zapad,27.8657,57.343
3195,182,vostok,44.6695,55.9942
3981,183,jug,33.0212,52.3745
395,183,sever,33.4164,59.8789
3773,183,severo-zapad,27.8927,57.1246
3376,183,vostok,45.1184,56.768
979,183,zapad,35.1989,56.9657
3982,184,jug,33.3162,52.3833
403,184,sever,33.211,59.8027
3712,184,severo-zapad,28.0274,57.1561
3375,184,vostok,45.4115,56.8411
980,184,zapad,35.4331,56.9491
600,185,jug,33.9586,52.3109
402,185,sever,33.476,59.7355
3756,185,severo-zapad,28.6666,57.8775
3374,185,vostok,45.6537,56.8255
982,185,zapad,35.873,56.9655
586,186,jug,34.252,52.9546
404,186,sever,33.4579,59.6621
3877,186,severo-zapad,28.7839,57.9753
3379,186,vostok,45.9126,56.7957
813,186,zapad,35.0322,56.881
709,187,jug,34.8326,52.981
860,187,sever,33.9737,59.6825
3760,187,severo-zapad,28.1232,57.7607
3870,188,severo-zapad,28.9644,57.7516
3377,187,vostok,45.4465,56.6955
981,187,zapad,35.6431,56.8826
591,188,jug,34.2111,52.7785
4020,188,sever,33.1897,59.5993
3380,188,vostok,45.8668,56.6687
989,188,zapad,35.2697,56.7641
588,189,jug,34.4099,52.8618
407,189,sever,33.7779,59.6126
3765,189,severo-zapad,28.3526,57.6962
3381,189,vostok,45.3221,56.5029
990,189,zapad,35.5989,56.7265
708,190,jug,34.6554,52.8855
405,190,sever,33.4011,59.5802
3766,190,severo-zapad,28.4815,57.6642
3382,190,vostok,45.6221,56.4599
991,190,zapad,35.8792,56.7955
701,191,jug,34.9066,52.842
410,191,sever,33.1556,59.4771
3769,191,severo-zapad,28.0936,57.5175
3383,191,vostok,45.7457,56.5117
811,191,zapad,35.0261,56.6086
592,192,jug,34.1697,52.691
411,192,sever,33.5201,59.4401
3767,192,severo-zapad,28.6381,57.5354
3384,192,vostok,45.9606,56.4931
997,192,zapad,35.2765,56.6072
593,193,jug,34.4642,52.7275
853,193,sever,33.9439,59.4541
3866,193,severo-zapad,28.9062,57.4912
3198,193,vostok,45.1144,56.1618
996,193,zapad,35.6874,56.5651
700,194,jug,34.7396,52.7749
4021,194,sever,33.2871,59.402
3771,194,severo-zapad,28.2003,57.4324
3388,194,vostok,45.3887,56.1039
995,194,zapad,35.9091,56.6004
594,195,jug,34.6099,52.6386
412,195,sever,33.7293,59.3576
3768,195,severo-zapad,28.5185,57.4316
3386,195,vostok,45.6221,56.1939
806,195,zapad,35.2098,56.4515
697,196,jug,34.8854,52.6702
413,196,sever,33.434,59.2786
3776,196,severo-zapad,28.6182,57.3654
3385,196,vostok,45.7059,56.1826
998,196,zapad,35.4413,56.4798
598,197,jug,34.0612,52.4509
416,197,sever,33.9541,59.227
3862,197,severo-zapad,28.8215,57.3751
3391,197,vostok,45.8444,56.1724
999,197,zapad,35.8622,56.4745
596,198,jug,34.2525,52.4967
415,198,sever,33.2957,59.1644
3774,198,severo-zapad,28.1033,57.3004
3387,198,vostok,46.0157,56.2048
805,198,zapad,35.1716,56.3489
595,199,jug,34.3863,52.5798
423,199,sever,33.6016,59.1465
3775,199,severo-zapad,28.4252,57.3046
3199,199,vostok,45.0695,56.106
1001,199,zapad,35.4504,56.415
597,200,jug,34.4873,52.4331
424,200,sever,33.8933,59.0702
3777,200,severo-zapad,28.5111,57.2283
3389,200,vostok,45.4464,56.022
1005,200,zapad,35.6926,56.37
696,201,jug,34.7251,52.5054
418,201,sever,33.1295,59.0401
3863,201,severo-zapad,28.8884,57.2194
3390,201,vostok,45.6746,56.0714
1007,201,zapad,35.9861,56.3511
601,202,jug,34.2584,52.3394
422,202,sever,33.598,59.0308
3781,202,severo-zapad,28.2733,57.0672
3392,202,vostok,45.9625,56.0142
1002,202,zapad,35.3323,56.2857
602,203,jug,34.6663,52.3413
862,203,sever,34.294,59.9499
3778,203,severo-zapad,28.6012,57.0732
3511,203,vostok,46.6348,56.6162
1004,203,zapad,35.5614,56.254
685,204,jug,34.9807,52.3244
863,204,sever,34.5501,59.9544
3779,204,severo-zapad,28.7326,57.0467
3505,204,vostok,46.2344,56.398
804,204,zapad,35.1651,56.2038
605,205,jug,34.1698,52.1465
861,205,sever,34.1779,59.807
3861,205,severo-zapad,28.9351,57.0395
3508,205,vostok,46.5627,56.3208
1003,205,zapad,35.3648,56.1631
603,206,jug,34.4744,52.2179
864,206,sever,34.3661,59.778
3780,206,severo-zapad,28.537,57.0064
3510,206,vostok,46.775,56.3713
1006,206,zapad,35.8597,56.1659
684,207,jug,34.8157,52.2171
899,207,sever,34.8623,59.752
3860,207,severo-zapad,28.9797,57.016
3506,207,vostok,46.1942,56.2226
798,207,zapad,35.1808,56.0982
604,208,jug,34.3483,52.095
866,208,sever,34.6987,59.6796
3876,208,severo-zapad,29.3815,57.9245
3507,208,vostok,46.3781,56.2546
1012,208,zapad,35.6133,56.1065
607,209,jug,34.6349,52.0515
865,209,sever,34.3656,59.6337
48,209,severo-zapad,29.7434,57.8897
3509,209,vostok,46.6393,56.2773
796,209,zapad,35.0298,56.0443
678,210,jug,34.9886,52.1148
3875,210,severo-zapad,29.3948,57.7792
3504,210,vostok,46.8314,56.1429
1013,210,zapad,35.9329,56.0732
673,211,jug,34.8229,52.0035
858,211,sever,34.5151,59.5713
47,211,severo-zapad,29.7386,57.8299
3501,211,vostok,46.2652,56.0617
717,212,jug,35.0691,52.94
859,212,sever,34.6977,59.54
46,212,severo-zapad,29.9463,57.8036
3502,212,vostok,46.6469,56.0097
988,212,zapad,36.2219,56.96
716,213,jug,35.1573,52.9377
856,213,sever,34.3073,59.4596
3869,213,severo-zapad,29.156,57.7108
3503,213,vostok,46.8074,55.9972
1352,213,zapad,36.6932,56.9273
715,214,jug,35.3546,52.9612
916,214,sever,34.8678,59.3707
3871,214,severo-zapad,29.2968,57.7129
3512,214,vostok,46.976,56.8138
1358,214,zapad,36.9203,56.9191
718,215,jug,35.5668,52.9555
854,215,sever,34.053,59.3345
3874,215,severo-zapad,29.4418,57.7034
3631,215,vostok,47.4012,56.7931
992,215,zapad,36.1943,56.824
707,216,jug,35.8196,52.8994
855,216,sever,34.3141,59.309
3873,216,severo-zapad,29.5534,57.6776
3635,216,vostok,47.8188,56.8418
1351,216,zapad,36.4057,56.8631
702,217,jug,35.08,52.8537
917,217,sever,34.7927,59.3056
3868,217,severo-zapad,29.152,57.6225
3636,217,vostok,47.5372,56.5727
1353,217,zapad,36.813,56.8249
703,218,jug,35.1658,52.7206
852,218,sever,34.5644,59.2462
3872,218,severo-zapad,29.3419,57.5962
3632,218,vostok,47.688,56.6597
1350,218,zapad,36.358,56.7655
704,219,jug,35.3142,52.7849
922,219,sever,34.7074,59.1715
45,219,severo-zapad,29.8111,57.5961
3634,219,vostok,47.7712,56.6129
1355,219,zapad,36.7974,56.7426
705,220,jug,35.5066,52.8055
919,220,sever,35.0181,59.1478
3867,220,severo-zapad,29.1952,57.5513
3633,220,vostok,47.9241,56.6308
993,220,zapad,36.326,56.6985
706,221,jug,35.7574,52.8277
849,221,sever,34.2469,59.0983
3865,221,severo-zapad,29.2617,57.3945
3637,221,vostok,47.3678,56.1086
1354,221,zapad,36.6307,56.7121
1102,222,jug,35.9403,52.7717
907,222,sever,35.7664,59.7932
44,222,severo-zapad,29.9448,57.4467
3638,222,vostok,47.666,56.0973
994,222,zapad,36.1803,56.628
4039,223,jug,35.073,52.5862
906,223,sever,35.7161,59.7327
3864,223,severo-zapad,29.1755,57.2198
3640,223,vostok,47.876,56.16
1347,223,zapad,36.6397,56.6291
698,224,jug,35.311,52.6482
905,224,sever,35.4511,59.7331
3857,224,severo-zapad,29.4156,57.1777
3639,224,vostok,47.8733,56.0751
1346,224,zapad,36.9519,56.5874
699,225,jug,35.5183,52.6952
900,225,sever,35.1024,59.6584
3856,225,severo-zapad,29.6332,57.2134
3641,225,vostok,47.8851,56.0253
1000,225,zapad,36.1355,56.4711
693,226,jug,35.4306,52.5532
904,226,sever,35.7851,59.5939
43,226,severo-zapad,29.917,57.2791
1601,226,vostok,38.1736,55.9678
1344,226,zapad,36.3752,56.5508
694,227,jug,35.607,52.6292
901,227,sever,35.2989,59.5651
3859,227,severo-zapad,29.0723,57.0623
1603,227,vostok,38.2633,55.9391
1343,227,zapad,36.5528,56.5299
691,228,jug,35.7842,52.5755
902,228,sever,35.0518,59.5187
3858,228,severo-zapad,29.3036,57.0982
1903,228,vostok,38.5104,55.9565
1342,228,zapad,36.8248,56.5034
692,229,jug,35.9008,52.6231
903,229,sever,35.6845,59.499
3855,229,severo-zapad,29.6988,57.1244
1902,229,vostok,38.7256,55.895
1008,229,zapad,36.2214,56.3435
4038,230,jug,35.1661,52.4159
911,230,sever,35.1997,59.4628
3854,230,severo-zapad,29.9561,57.0225
1606,230,vostok,38.0338,55.7812
1334,230,zapad,36.5031,56.3513
687,231,jug,35.5108,52.4445
4183,231,sever,35.4409,59.4144
103,231,severo-zapad,30.0505,57.8752
1605,231,vostok,38.0829,55.8308
1335,231,zapad,36.727,56.3618
689,232,jug,35.6698,52.4955
912,232,sever,35.831,59.3825
102,232,severo-zapad,30.8517,57.9042
1604,232,vostok,38.327,55.8556
1009,232,zapad,36.3082,56.2426
690,233,jug,35.8667,52.5253
915,233,sever,35.1823,59.3377
3903,233,severo-zapad,30.125,57.7846
1901,233,vostok,38.6187,55.8429
1338,233,zapad,36.607,56.2386
686,234,jug,35.2764,52.3352
913,234,sever,35.5755,59.3336
3901,234,severo-zapad,30.4911,57.7867
1900,234,vostok,38.7852,55.7814
1011,234,zapad,36.1046,56.1333
683,235,jug,35.4977,52.3179
918,235,sever,35.0695,59.2822
3902,235,severo-zapad,30.589,57.7552
1899,235,vostok,38.8755,55.851
1331,235,zapad,36.904,56.1997
688,236,jug,35.8011,52.3665
914,236,sever,35.6908,59.2289
106,236,severo-zapad,30.8876,57.7401
1010,236,zapad,36.4123,56.1095
695,237,jug,35.9788,52.3163
920,237,sever,35.4674,59.1572
104,237,severo-zapad,30.0981,57.6311
1608,237,vostok,38.2132,55.6784
1330,237,zapad,36.7041,56.1034
682,238,jug,35.7643,52.2915
924,238,sever,35.1735,59.0308
3905,238,severo-zapad,30.4424,57.6335
1889,238,vostok,38.4995,55.708
1020,238,zapad,36.1169,56.0215
4037,239,jug,35.1824,52.22
925,239,sever,35.4665,59.0223
107,239,severo-zapad,30.9245,57.6427
1890,239,vostok,38.7023,55.6666
679,240,jug,35.3451,52.1386
926,240,sever,35.8193,59.0409
3904,240,severo-zapad,30.3605,57.5496
1891,240,vostok,38.825,55.7054
1357,240,zapad,37.1993,56.9419
680,241,jug,35.589,52.2031
1427,241,sever,36.2092,59.9163
105,241,severo-zapad,30.2228,57.4517
1887,241,vostok,38.8399,55.6104
1572,241,zapad,37.6657,56.9582
681,242,jug,35.8833,52.1514
1428,242,sever,36.601,59.8686
3906,242,severo-zapad,30.5878,57.4818
1571,242,zapad,37.9326,56.9706
674,243,jug,35.2043,51.998
1431,243,sever,36.9732,59.8745
3907,243,severo-zapad,30.7246,57.3649
1613,243,vostok,38.0486,55.5278
1573,243,zapad,37.6216,56.8634
677,244,jug,35.6927,52.0382
908,244,sever,36.0656,59.786
3908,244,severo-zapad,30.9348,57.3623
1620,244,vostok,38.1956,55.5538
1576,244,zapad,37.9006,56.8574
1121,245,jug,36.0209,52.0244
1426,245,sever,36.3035,59.7547
42,245,severo-zapad,30.1667,57.203
1886,245,vostok,38.5338,55.5684
1356,245,zapad,37.2009,56.7918
1222,246,jug,36.6568,52.9631
1429,246,sever,36.6251,59.7343
41,246,severo-zapad,30.1608,57.0593
1885,246,vostok,38.7129,55.513
1574,246,zapad,37.5117,56.7653
1100,247,jug,36.1782,52.9052
1430,247,sever,36.8778,59.7096
40,247,severo-zapad,30.3263,57.022
1616,247,vostok,38.0424,55.4027
1575,247,zapad,37.7391,56.7328
1099,248,jug,36.3841,52.9198
909,248,sever,36.0661,59.6377
3909,248,severo-zapad,30.5886,57.0119
1619,248,vostok,38.3576,55.4551
1348,248,zapad,37.0433,56.6851
1101,249,jug,36.033,52.8266
1425,249,sever,36.681,59.6382
3910,249,severo-zapad,30.8202,57.0122
1618,249,vostok,38.4988,55.4318
1349,249,zapad,37.2845,56.681
1103,250,jug,36.3202,52.8399
1423,250,sever,36.3338,59.595
3911,250,severo-zapad,30.9978,57.0643
1877,250,vostok,38.7098,55.4032
1582,250,zapad,37.9327,56.6635
1106,251,jug,36.5713,52.8394
910,251,sever,36.0481,59.5126
100,251,severo-zapad,31.069,57.9362
1881,251,vostok,38.9323,55.4319
1345,251,zapad,37.0552,56.5584
1223,252,jug,36.8436,52.847
1424,252,sever,36.6371,59.5284
272,252,severo-zapad,31.3697,57.9022
1617,252,vostok,38.2017,55.3377
1585,252,zapad,37.5836,56.5858
1105,253,jug,36.1757,52.7214
1422,253,sever,36.2761,59.4628
273,253,severo-zapad,31.5212,57.9018
1879,253,vostok,38.5357,55.3148
1583,253,zapad,37.7783,56.6071
1104,254,jug,36.4472,52.7336
1421,254,sever,36.6473,59.4384
275,254,severo-zapad,31.814,57.909
1878,254,vostok,38.8214,55.3156
1341,254,zapad,37.3563,56.4963
1107,255,jug,36.5908,52.7393
1420,255,sever,36.9504,59.4406
101,255,severo-zapad,31.1245,57.8509
1584,255,zapad,37.8785,56.5484
1210,256,jug,36.7891,52.7079
1417,256,sever,36.3114,59.3455
274,256,severo-zapad,31.6358,57.8662
1625,256,vostok,38.068,55.2605
1340,256,zapad,37.2264,56.408
1108,257,jug,36.1865,52.6469
1418,257,sever,36.6357,59.2887
270,257,severo-zapad,31.1946,57.7685
1627,257,vostok,38.4146,55.2338
1586,257,zapad,37.6776,56.4659
1109,258,jug,36.3229,52.5954
1419,258,sever,36.9715,59.2948
271,258,severo-zapad,31.4247,57.7427
1875,258,vostok,38.672,55.1904
1587,258,zapad,37.8778,56.4422
1110,259,jug,36.5762,52.5941
1416,259,sever,36.3821,59.2623
280,259,severo-zapad,31.8902,57.7224
1874,259,vostok,38.8808,55.1933
1336,259,zapad,37.0509,56.3373
1209,260,jug,36.8811,52.5894
1415,260,sever,36.807,59.1969
282,260,severo-zapad,31.588,57.6364
1339,260,zapad,37.4797,56.3323
1113,261,jug,36.0754,52.4674
921,261,sever,36.1243,59.1596
281,261,severo-zapad,31.7585,57.6703
1626,261,vostok,38.1708,55.1487
1588,261,zapad,37.707,56.387
1112,262,jug,36.1243,52.5331
1410,262,sever,36.3225,59.0865
283,262,severo-zapad,31.4802,57.56
1628,262,vostok,38.365,55.1166
1589,262,zapad,37.7924,56.3171
1111,263,jug,36.3205,52.5151
1414,263,sever,36.7326,59.0844
4188,263,severo-zapad,31.6779,57.4958
1868,263,vostok,38.542,55.0987
1337,263,zapad,37.1803,56.246
1204,264,jug,36.6645,52.4671
1484,264,sever,37.7689,59.93
108,264,severo-zapad,31.1704,57.4451
1869,264,vostok,38.9457,55.0581
1590,264,zapad,37.6232,56.2095
1208,265,jug,37.01,52.543
1485,265,sever,37.2987,59.9057
257,265,severo-zapad,31.3825,57.4401
1591,265,zapad,37.9043,56.195
1114,266,jug,36.4382,52.3966
1487,266,sever,37.5875,59.818
259,266,severo-zapad,31.7023,57.4321
1630,266,vostok,38.0776,55.0111
1332,266,zapad,37.2078,56.1655
1205,267,jug,36.7696,52.3867
1486,267,sever,37.309,59.7756
260,267,severo-zapad,31.9652,57.4204
1629,267,vostok,38.4776,55.0115
1333,267,zapad,37.4164,56.1282
1207,268,jug,37.0047,52.439
1488,268,sever,37.9448,59.7535
110,268,severo-zapad,31.0656,57.3157
1867,268,vostok,38.6762,55.0348
1592,268,zapad,37.7455,56.1025
1206,269,jug,36.9876,52.3727
4180,269,sever,37.5938,59.7208
258,269,severo-zapad,31.4311,57.3719
1897,269,vostok,39.0741,55.9618
1599,269,zapad,37.9371,56.0338
1119,270,jug,36.5469,52.2926
1491,270,sever,37.1687,59.6098
261,270,severo-zapad,31.9703,57.3021
1896,270,vostok,39.3768,55.963
1200,271,jug,36.7424,52.2858
1492,271,sever,37.5189,59.5688
255,271,severo-zapad,31.3512,57.2662
2163,271,vostok,39.5343,55.927
1201,272,jug,36.9619,52.3055
1493,272,sever,37.6991,59.5773
109,272,severo-zapad,31.1332,57.1441
2162,272,vostok,39.7797,55.9568
1115,273,jug,36.2566,52.2124
1495,273,sever,37.2684,59.4741
256,273,severo-zapad,31.3322,57.14
2161,273,vostok,39.8348,55.8817
1116,274,jug,36.2952,52.1266
1505,274,sever,37.973,59.4777
262,274,severo-zapad,31.5165,57.084
1898,274,vostok,39.0632,55.8147
1118,275,jug,36.4596,52.1399
1501,275,sever,37.8049,59.4257
244,275,severo-zapad,31.6001,57.0538
1895,275,vostok,39.3556,55.8181
1120,276,jug,36.5712,52.1128
1496,276,sever,37.1724,59.3701
243,276,severo-zapad,31.3701,57.0247
2165,276,vostok,39.8191,55.7963
1194,277,jug,36.8619,52.1396
1497,277,sever,37.4651,59.3794
1892,277,vostok,39.0278,55.6956
1117,278,jug,36.3076,52.0673
1499,278,sever,37.6315,59.2904
1893,278,vostok,39.1927,55.6661
1187,279,jug,36.6664,52.0198
1498,279,sever,37.417,59.2422
1894,279,vostok,39.3715,55.6511
1188,280,jug,36.8575,52.0214
1503,280,sever,37.9742,59.2568
2164,280,vostok,39.5624,55.7223
3816,280,zapad,29.5553,55.9326
1224,281,jug,36.9988,52.9386
1500,281,sever,37.6799,59.2327
2166,281,vostok,39.7179,55.6424
3819,281,zapad,29.8331,55.9467
1228,282,jug,37.1816,52.875
1506,282,sever,37.1749,59.146
1888,282,vostok,39.1254,55.5901
3818,282,zapad,29.759,55.8125
1227,283,jug,37.3158,52.9612
1508,283,sever,37.6554,59.0879
2181,283,vostok,39.4699,55.5792
3817,283,zapad,29.5508,55.7606
1231,284,jug,37.4392,52.9179
1507,284,sever,37.3575,59.0624
1884,284,vostok,39.0131,55.496
3823,284,zapad,30.5931,55.9233
1232,285,jug,37.6253,52.9043
1510,285,sever,37.96,59.0632
1882,285,vostok,39.1194,55.4297
121,285,zapad,30.7856,55.9366
1690,286,jug,37.9356,52.9299
1509,286,sever,37.5476,59.0076
1883,286,vostok,39.3546,55.3907
3820,286,zapad,30.0885,55.8751
1229,287,jug,37.0812,52.7667
1483,287,sever,38.0692,59.9804
2168,287,vostok,39.5475,55.4296
3821,287,zapad,30.3646,55.8792
1230,288,jug,37.5074,52.8003
1482,288,sever,38.378,59.9347
2169,288,vostok,39.7079,55.4242
3825,288,zapad,30.598,55.7835
1233,289,jug,37.6661,52.779
1982,289,sever,38.6131,59.9267
2167,289,vostok,39.7496,55.4926
122,289,zapad,30.8529,55.8319
1691,290,jug,37.9459,52.7916
1984,290,sever,38.9066,59.8948
1880,290,vostok,39.0886,55.2636
3928,290,zapad,30.8123,55.6469
1221,291,jug,37.3113,52.7137
1983,291,sever,38.7722,59.8596
1876,291,vostok,39.2889,55.2412
3933,291,zapad,30.9427,55.3269
1211,292,jug,37.0255,52.6225
1489,292,sever,38.0565,59.8426
2171,292,vostok,39.4303,55.2928
124,292,zapad,31.1767,55.9397
1212,293,jug,37.2483,52.6101
1981,293,sever,38.3011,59.7977
2170,293,vostok,39.7344,55.3042
4172,293,zapad,31.4059,55.9593
1220,294,jug,37.4861,52.6576
1490,294,sever,38.1024,59.7421
1873,294,vostok,39.0417,55.1381
3926,294,zapad,31.5955,55.9167
1219,295,jug,37.6337,52.667
1872,295,vostok,39.2673,55.1252
123,295,zapad,31.077,55.8379
1216,296,jug,37.6815,52.6064
1494,296,sever,38.0553,59.601
1980,295,sever,38.4922,59.7244
2172,296,vostok,39.4721,55.1941
3927,296,zapad,31.3918,55.7973
1214,297,jug,37.1756,52.4714
1976,297,sever,38.7773,59.601
2173,297,vostok,39.7469,55.1914
4015,297,zapad,31.7128,55.7973
1213,298,jug,37.2904,52.4753
1977,298,sever,38.4314,59.5599
2182,298,vostok,39.8238,55.1555
3929,298,zapad,31.3407,55.7124
4182,299,jug,37.5312,52.5167
1968,299,sever,38.6866,59.4801
2183,299,vostok,39.9431,55.1106
125,299,zapad,31.1323,55.6232
1217,300,jug,37.7178,52.5339
1969,300,sever,38.9699,59.4939
1870,300,vostok,39.0446,55.0357
126,300,zapad,31.3045,55.6611
1700,301,jug,37.9382,52.5836
1967,301,sever,38.4266,59.4197
1871,301,vostok,39.149,55.058
3930,301,zapad,31.4765,55.6431
1215,302,jug,37.4151,52.4073
1502,302,sever,38.1664,59.377
2187,302,vostok,39.4576,55.0625
4014,302,zapad,31.7838,55.667
1218,303,jug,37.7438,52.4396
1504,303,sever,38.3481,59.2992
2184,303,vostok,39.9473,55.0336
3931,303,zapad,31.5276,55.5611
1202,304,jug,37.2034,52.3354
1971,304,sever,38.6733,59.2584
2159,304,vostok,40.1975,55.9607
127,304,zapad,31.1143,55.4893
1199,305,jug,37.306,52.2656
3711,305,sever,38.4623,59.2265
2413,305,vostok,40.7031,55.9513
3932,305,zapad,31.6631,55.509
1198,306,jug,37.5796,52.3079
1972,306,sever,38.811,59.1785
2160,306,vostok,40.1136,55.8581
4013,306,zapad,31.899,55.5195
1203,307,jug,37.7589,52.3363
1973,307,sever,38.6043,59.161
2406,307,vostok,40.46,55.8569
130,307,zapad,31.1451,55.4011
1195,308,jug,37.1697,52.2042
1513,308,sever,38.2411,59.1188
2408,308,vostok,40.8019,55.8414
128,308,zapad,31.2453,55.4388
1132,409,jug,36.5653,51.3626
1197,309,jug,37.65,52.2198
1963,309,sever,38.797,59.064
2409,309,vostok,40.9243,55.8234
129,309,zapad,31.4206,55.4399
1701,310,jug,37.9027,52.267
2046,310,sever,39.4002,59.9722
2405,310,vostok,40.4445,55.7548
4012,310,zapad,31.7738,55.4168
1193,311,jug,37.1387,52.1037
2047,311,sever,39.254,59.8716
2407,311,vostok,40.7161,55.7262
131,311,zapad,31.2187,55.27
1192,312,jug,37.3612,52.0833
2048,312,sever,39.6645,59.876
2403,312,vostok,40.8787,55.6609
3934,312,zapad,31.5513,55.3181
1196,313,jug,37.4735,52.1429
2053,313,sever,39.5055,59.7809
2180,313,vostok,40.0618,55.5891
3935,313,zapad,31.7551,55.289
1710,314,jug,37.8317,52.1345
1979,314,sever,39.1075,59.7457
2392,314,vostok,40.4114,55.5766
3936,314,zapad,31.096,55.159
1191,315,jug,37.6772,52.0542
2054,315,sever,39.9249,59.7606
2395,315,vostok,40.5679,55.5705
132,315,zapad,31.5634,55.1638
1688,316,jug,38.1407,52.9596
2055,316,sever,39.7893,59.6643
2396,316,vostok,40.7811,55.5464
4010,316,zapad,31.9911,55.2225
1689,317,jug,38.4211,52.9352
