map_ID,no_np,dir,lon,lat
1978,317,sever,39.1511,59.5921
2399,317,vostok,40.997,55.518
133,317,zapad,31.3688,55.1159
1802,318,jug,38.6094,52.8951
2056,318,sever,39.4407,59.5547
2176,318,vostok,40.2848,55.4321
4009,318,zapad,31.8258,55.1431
1801,319,jug,38.9458,52.9055
2063,319,sever,39.8797,59.4949
2393,319,vostok,40.5015,55.4223
3937,319,zapad,31.0786,55.0058
1692,320,jug,38.1445,52.81
1970,320,sever,39.2156,59.4669
2397,320,vostok,40.7882,55.4337
134,320,zapad,31.2274,55.0512
1693,321,jug,38.2537,52.8598
2065,321,sever,39.4976,59.4074
2175,321,vostok,40.0738,55.35
135,321,zapad,31.4912,55.0615
1694,322,jug,38.4643,52.8176
2064,322,sever,39.2634,59.3511
4011,322,zapad,31.9523,55.0472
1696,323,jug,38.276,52.7392
2067,323,sever,39.8114,59.3473
2394,323,vostok,40.4898,55.3676
225,323,zapad,32.32,55.9797
1695,324,jug,38.4903,52.7141
2066,324,sever,39.5417,59.3167
2387,324,vostok,40.7592,55.3192
8,324,zapad,32.0994,55.875
1800,325,jug,38.8309,52.7441
1974,325,sever,39.1006,59.2799
2174,325,vostok,40.1012,55.3099
217,325,zapad,32.5332,55.899
1699,326,jug,38.0946,52.6012
2068,326,sever,39.3593,59.2098
2178,326,vostok,40.2282,55.271
216,326,zapad,32.2151,55.8191
1697,327,jug,38.2674,52.5592
2069,327,sever,39.7187,59.2133
2177,322,vostok,40.2622,55.3191
2388,327,vostok,40.3899,55.3036
321,327,zapad,32.8028,55.853
1698,328,jug,38.5281,52.5345
1975,328,sever,39.2079,59.159
2386,328,vostok,40.6016,55.2378
214,328,zapad,32.0509,55.7158
1797,329,jug,38.78,52.5891
2070,329,sever,39.5234,59.1542
2384,329,vostok,40.8752,55.2167
218,329,zapad,32.47,55.7013
1703,330,jug,38.0461,52.4214
2071,330,sever,39.936,59.16
2179,330,vostok,40.0698,55.2168
219,330,zapad,32.5727,55.7419
1704,331,jug,38.2608,52.443
2075,331,sever,39.3543,59.0338
4175,331,vostok,40.2341,55.173
322,331,zapad,32.8571,55.6986
1705,332,jug,38.555,52.3913
2076,332,sever,39.7403,59.0141
2376,332,vostok,40.4199,55.2273
215,332,zapad,32.3322,55.6534
1796,333,jug,38.8869,52.4903
4017,333,sever,32.0443,58.9663
2380,333,vostok,40.7038,55.1469
220,333,zapad,32.7191,55.642
1702,334,jug,38.1106,52.325
360,334,sever,32.4026,58.9463
4068,334,vostok,40.2098,55.0446
212,334,zapad,32.1748,55.5296
1707,335,jug,38.197,52.2523
307,335,sever,32.2147,58.8031
2377,335,vostok,40.4303,55.0811
213,335,zapad,32.518,55.554
1706,336,jug,38.43,52.2358
357,336,sever,32.6299,58.7864
2378,336,vostok,40.6092,55.0915
209,336,zapad,32.0721,55.3872
1790,337,jug,38.7777,52.2688
426,337,sever,32.8669,58.7894
2379,337,vostok,40.9468,55.0557
208,337,zapad,32.5051,55.3838
1795,338,jug,38.9409,52.3331
302,338,sever,32.2494,58.6782
2412,338,vostok,41.0475,55.9014
210,338,zapad,32.6631,55.445
1718,339,jug,38.0658,52.0998
356,339,sever,32.735,58.6625
2411,339,vostok,41.3747,55.9207
211,339,zapad,32.9515,55.4429
1708,340,jug,38.228,52.1341
353,340,sever,32.5039,58.6316
4143,340,vostok,41.5757,55.951
207,340,zapad,32.2085,55.264
1709,341,jug,38.459,52.1406
429,341,sever,32.955,58.6467
4146,341,vostok,41.8241,55.8983
205,341,zapad,32.7706,55.345
1788,342,jug,38.6863,52.1161
354,342,sever,32.4928,58.5818
2410,342,vostok,41.3447,55.7953
204,342,zapad,32.9805,55.3043
1789,343,jug,38.9423,52.2
355,343,sever,32.8169,58.5475
4144,343,vostok,41.5445,55.8652
206,343,zapad,32.5004,55.2174
1717,344,jug,38.3337,52.0167
300,344,sever,32.2297,58.5245
4145,344,vostok,41.7341,55.776
12,344,zapad,32.7304,55.1217
1787,345,jug,38.9363,52.0185
349,345,sever,32.4926,58.4262
2402,345,vostok,41.2101,55.6061
203,345,zapad,32.9695,55.1541
606,346,jug,34.2376,51.9606
350,346,sever,32.7701,58.3926
4147,346,vostok,41.6641,55.6511
201,346,zapad,32.246,55.0669
610,347,jug,34.3963,51.8529
299,347,sever,32.2364,58.3616
4149,347,vostok,41.7883,55.6183
200,347,zapad,32.5337,55.0311
608,348,jug,34.6141,51.8852
4019,348,sever,32.4484,58.2968
4148,348,vostok,41.9757,55.6453
202,348,zapad,32.9065,55.0769
672,349,jug,34.9448,51.8585
351,349,sever,32.7647,58.2958
2401,349,vostok,41.2571,55.5155
325,349,zapad,33.1022,55.9843
609,350,jug,34.72,51.7629
290,350,sever,32.2874,58.1496
2404,350,vostok,41.5284,55.5759
324,350,zapad,33.1259,55.8693
612,351,jug,34.1452,51.6564
352,351,sever,32.6619,58.1448
2398,351,vostok,41.1644,55.4153
507,351,zapad,33.3634,55.8389
611,352,jug,34.3658,51.6741
4018,352,sever,32.545,58.0547
2400,352,vostok,41.435,55.414
4026,352,zapad,33.6759,55.8933
614,353,jug,34.6927,51.6417
446,353,sever,32.9931,58.0479
323,353,zapad,33.1438,55.7332
613,354,jug,34.4744,51.5506
417,354,sever,33.0668,58.9553
4151,354,vostok,41.9198,55.4683
4152,353,vostok,41.696,55.4877
508,354,zapad,33.5275,55.7612
615,355,jug,34.8045,51.5144
419,355,sever,33.417,58.933
4150,355,vostok,41.932,55.5234
521,355,zapad,33.8417,55.7636
616,356,jug,34.3649,51.4899
421,356,sever,33.7524,58.9402
2389,356,vostok,41.0607,55.3142
4186,356,zapad,33.1299,55.5861
617,357,jug,34.2866,51.4256
420,357,sever,33.6953,58.8625
4153,357,vostok,41.548,55.3611
509,357,zapad,33.3873,55.6247
618,358,jug,34.5782,51.3928
427,358,sever,33.2188,58.8122
4154,358,vostok,41.8341,55.3199
512,358,zapad,33.5865,55.5759
619,359,jug,34.4781,51.2992
428,359,sever,33.0338,58.7109
2385,359,vostok,41.0682,55.233
514,359,zapad,33.8852,55.5949
620,360,jug,34.9212,51.2272
433,360,sever,33.8955,58.7451
2390,360,vostok,41.3073,55.2601
513,360,zapad,33.8998,55.5099
675,361,jug,35.4465,51.9556
432,361,sever,33.5686,58.701
2391,361,vostok,41.3958,55.1915
510,361,zapad,33.1974,55.4527
676,362,jug,35.8138,51.8946
430,362,sever,33.3331,58.6246
4155,362,vostok,41.6119,55.203
511,362,zapad,33.4204,55.4575
671,363,jug,35.1992,51.8507
434,363,sever,33.9696,58.5688
4156,363,vostok,41.7631,55.1742
525,363,zapad,33.752,55.4428
669,364,jug,35.4546,51.8158
431,364,sever,33.0858,58.5355
4192,364,vostok,41.8599,55.2446
526,364,zapad,33.9837,55.413
668,365,jug,35.8191,51.8028
435,365,sever,33.6747,58.5044
2381,365,vostok,41.075,55.0505
523,365,zapad,33.266,55.2766
667,366,jug,35.7086,51.7526
437,366,sever,33.3479,58.4244
2383,366,vostok,41.2875,55.1155
524,366,zapad,33.5351,55.3317
666,367,jug,35.9838,51.7021
438,367,sever,33.6261,58.4138
2382,367,vostok,41.2954,55.0511
531,367,zapad,33.8377,55.316
661,368,jug,35.0382,51.694
436,368,sever,33.2049,58.3359
4157,368,vostok,41.6902,55.0957
535,368,zapad,33.1998,55.1418
670,369,jug,35.2573,51.7443
4022,369,sever,33.8957,58.3421
2616,369,vostok,42.1474,55.8768
532,369,zapad,33.6145,55.1646
4036,370,jug,35.4368,51.6645
445,370,sever,33.5015,58.3098
2796,370,vostok,42.5338,55.8992
4027,370,zapad,33.9759,55.1839
662,371,jug,35.092,51.5556
444,371,sever,33.0556,58.2092
2797,371,vostok,42.6941,55.9464
537,371,zapad,33.4227,54.9958
4035,372,jug,35.4444,51.5465
442,372,sever,33.6541,58.2122
2792,372,vostok,42.402,55.799
538,372,zapad,33.7387,55.0176
663,373,jug,35.601,51.5279
440,373,sever,33.8559,58.1759
2795,373,vostok,42.7816,55.823
506,373,zapad,34.0251,55.8775
665,374,jug,35.7511,51.5824
443,374,sever,33.2914,58.1239
2618,374,vostok,42.1981,55.7276
793,374,zapad,34.5721,55.9186
664,375,jug,35.9161,51.5474
450,375,sever,33.7462,58.0255
2793,375,vostok,42.6104,55.713
794,375,zapad,34.8043,55.8928
659,376,jug,35.0845,51.3959
451,376,sever,33.9347,58.0189
2794,376,vostok,42.8955,55.7144
520,376,zapad,34.2053,55.7808
657,377,jug,35.342,51.4564
850,377,sever,34.419,58.9986
2619,377,vostok,42.0617,55.5262
522,377,zapad,34.4563,55.8506
4034,378,jug,35.5493,51.3869
923,378,sever,34.7871,58.9515
2787,378,vostok,42.3676,55.5622
791,378,zapad,34.5593,55.7691
656,379,jug,35.7243,51.4512
851,379,sever,34.2509,58.9173
2789,379,vostok,42.5856,55.5292
787,379,zapad,34.9409,55.7539
654,380,jug,35.9432,51.4304
848,380,sever,34.5347,58.8066
2790,380,vostok,42.7115,55.5542
516,380,zapad,34.109,55.6308
658,381,jug,35.0374,51.2852
932,381,sever,34.9863,58.7837
2620,381,vostok,42.1355,55.3804
517,381,zapad,34.3169,55.6635
653,382,jug,35.3341,51.3128
841,382,sever,34.1881,58.7579
2788,382,vostok,42.3327,55.4386
788,382,zapad,34.9179,55.6533
660,383,jug,35.6655,51.2705
842,383,sever,34.0808,58.698
2786,383,vostok,42.8497,55.4006
515,383,zapad,34.0791,55.5353
655,384,jug,35.9062,51.3247
847,384,sever,34.748,58.6615
2621,384,vostok,42.159,55.2276
518,384,zapad,34.4753,55.5808
652,385,jug,35.4374,51.2144
933,385,sever,34.9832,58.6327
2778,385,vostok,42.4404,55.3191
789,385,zapad,34.7353,55.5657
651,386,jug,35.8614,51.2151
843,386,sever,34.4475,58.6074
2777,386,vostok,42.7555,55.2676
519,386,zapad,34.3754,55.4695
642,387,jug,35.3437,51.0901
846,387,sever,34.7713,58.5623
2779,387,vostok,42.9951,55.2661
790,387,zapad,34.614,55.4644
4033,388,jug,35.5688,51.104
844,388,sever,34.3461,58.5234
2622,388,vostok,42.0759,55.0927
527,388,zapad,34.2494,55.3838
528,389,zapad,34.4421,55.3583
643,389,jug,35.7464,51.0849
845,389,sever,34.5412,58.4806
2623,389,vostok,42.2818,55.0476
4032,390,jug,35.6278,51.0152
439,390,sever,34.0475,58.4513
2624,390,vostok,42.3919,55.1532
775,390,zapad,34.6809,55.3402
639,391,jug,35.9487,51.0078
939,391,sever,34.8808,58.4445
2774,391,vostok,42.7969,55.1073
776,391,zapad,34.8023,55.3874
1123,392,jug,36.2958,51.9452
840,392,sever,34.1714,58.3483
2775,392,vostok,42.9694,55.1234
530,392,zapad,34.1904,55.2758
1122,393,jug,36.1194,51.8218
838,393,sever,34.6484,58.3419
2798,393,vostok,43.0791,55.8661
529,393,zapad,34.4389,55.212
1124,394,jug,36.3294,51.7846
837,394,sever,34.837,58.3199
3020,394,vostok,43.4257,55.9056
782,394,zapad,34.7024,55.1952
1125,395,jug,36.5584,51.8423
839,395,sever,34.2133,58.2806
3018,395,vostok,43.6654,55.8853
533,395,zapad,34.1865,55.0924
1185,396,jug,36.9201,51.8737
835,396,sever,34.713,58.1815
3017,396,vostok,43.9745,55.945
534,396,zapad,34.5471,55.0819
1127,397,jug,36.5884,51.7213
441,397,sever,34.0402,58.1524
2799,397,vostok,43.2942,55.7242
780,397,zapad,34.9028,55.1429
1126,398,jug,36.6781,51.7489
834,398,sever,34.2037,58.157
3022,398,vostok,43.5526,55.7554
781,398,zapad,34.3223,55.0285
1176,399,jug,36.7868,51.7373
836,399,sever,34.8668,58.1687
3021,399,vostok,43.8272,55.7838
1014,399,zapad,35.3559,55.9825
1129,400,jug,36.19,51.6475
833,400,sever,34.5079,58.1073
3019,400,vostok,43.9396,55.8266
795,400,zapad,35.0949,55.8754
1128,401,jug,36.4495,51.6418
827,401,sever,34.1429,58.0467
3023,401,vostok,43.9939,55.7413
1015,401,zapad,35.5195,55.9375
1130,402,jug,36.5922,51.5956
832,402,sever,34.8405,58.0231
2791,402,vostok,43.1104,55.5685
1019,402,zapad,35.8304,55.8946
1177,403,jug,36.8573,51.5894
927,403,sever,35.9774,58.957
2800,403,vostok,43.3682,55.6173
1016,403,zapad,35.4098,55.8466
1131,404,jug,36.1731,51.5181
928,404,sever,35.6463,58.9456
3026,404,vostok,43.6314,55.6375
1018,404,zapad,35.668,55.8094
648,405,jug,36.3806,51.4817
929,405,sever,35.3626,58.8896
3025,405,vostok,43.9158,55.5641
786,405,zapad,35.1752,55.7085
1166,406,jug,36.7448,51.4688
930,406,sever,35.5313,58.7939
3027,406,vostok,43.5697,55.4818
1017,406,zapad,35.4547,55.7165
649,407,jug,36.1329,51.3305
931,407,sever,35.8187,58.7257
3028,407,vostok,43.9374,55.4677
1025,407,zapad,35.9037,55.7546
647,408,jug,36.2724,51.4048
935,408,sever,35.5841,58.7007
2781,408,vostok,43.0754,55.3589
1026,408,zapad,35.7201,55.6557
934,409,sever,35.3649,58.6413
2782,409,vostok,43.2703,55.3422
785,409,zapad,35.1437,55.607
1165,410,jug,36.9141,51.3415
937,410,sever,35.8004,58.5768
2785,410,vostok,43.4603,55.3728
1027,410,zapad,35.4883,55.5605
650,411,jug,36.0898,51.2518
938,411,sever,35.5545,58.5571
3029,411,vostok,43.7233,55.3789
1028,411,zapad,35.7855,55.5714
646,412,jug,36.3197,51.2886
940,412,sever,35.3811,58.4638
3031,412,vostok,43.9105,55.3361
784,412,zapad,35.1288,55.4882
644,413,jug,36.1103,51.1373
941,413,sever,35.1257,58.3883
2780,413,vostok,43.2689,55.1986
1029,413,zapad,35.811,55.5081
645,414,jug,36.3073,51.1454
943,414,sever,35.6768,58.3577
2784,414,vostok,43.4466,55.2341
783,414,zapad,35.307,55.4335
1133,415,jug,36.566,51.2085
942,415,sever,35.4254,58.3379
3030,415,vostok,43.7162,55.2542
1039,415,zapad,35.6536,55.3954
1164,416,jug,36.7813,51.2299
948,416,sever,35.2225,58.2224
3035,416,vostok,43.9802,55.2129
777,416,zapad,35.1371,55.2968
640,417,jug,36.2453,51.0109
947,417,sever,35.4954,58.2248
2776,417,vostok,43.1956,55.1022
1040,417,zapad,35.5864,55.3079
1134,418,jug,36.5488,51.0814
946,418,sever,35.9388,58.2592
2783,418,vostok,43.408,55.127
1038,418,zapad,35.9378,55.3468
1157,419,jug,36.8139,51.0919
951,419,sever,35.7757,58.1602
3032,419,vostok,43.6412,55.0665
779,419,zapad,35.1711,55.1859
1158,420,jug,36.8007,50.9952
949,420,sever,35.0962,58.1178
3033,420,vostok,43.8548,55.0882
778,420,zapad,35.4321,55.1972
1189,421,jug,37.045,51.9486
950,421,sever,35.3253,58.1044
3034,421,vostok,43.2066,55.0212
1041,421,zapad,35.7603,55.1966
1184,422,jug,37.0953,51.8703
953,422,sever,35.7924,58.0331
3036,422,vostok,43.4271,54.981
774,422,zapad,35.3138,55.0514
1190,423,jug,37.4208,51.9445
1412,423,sever,36.6277,58.9861
3175,423,vostok,44.2516,55.8941
1049,423,zapad,35.556,55.0226
1186,424,jug,37.6539,51.914
1413,424,sever,36.9855,58.9761
3183,424,vostok,44.4839,55.8436
1048,424,zapad,35.8337,55.0133
1711,425,jug,37.8686,51.9636
1411,425,sever,36.2439,58.9412
3184,425,vostok,44.7241,55.8527
1021,425,zapad,36.379,55.9379
1183,426,jug,37.2506,51.8167
1409,426,sever,36.1485,58.8166
3185,426,vostok,44.8857,55.8621
1324,426,zapad,36.6498,55.9404
1182,427,jug,37.4899,51.8083
1406,427,sever,36.4431,58.8334
3196,427,vostok,44.9362,55.9712
1326,427,zapad,36.9801,55.9699
1405,429,sever,36.5851,58.7127
1407,428,sever,36.9519,58.8008
3176,428,vostok,44.1474,55.8196
1023,428,zapad,36.111,55.8345
1178,429,jug,37.1732,51.686
3024,429,vostok,44.0634,55.7188
1022,429,zapad,36.3489,55.7948
1181,430,jug,37.4527,51.6997
936,430,sever,36.0382,58.6665
3177,430,vostok,44.3734,55.735
1323,430,zapad,36.6217,55.8178
1180,431,jug,37.6633,51.6554
1401,431,sever,36.2437,58.6499
3182,431,vostok,44.6502,55.7443
1325,431,zapad,36.8367,55.8686
1722,432,jug,37.9852,51.6452
1403,432,sever,36.6397,58.6118
3187,432,vostok,44.8275,55.7166
1024,432,zapad,36.1446,55.7403
1179,433,jug,37.2775,51.5725
1404,433,sever,36.9061,58.6347
3186,433,vostok,44.9657,55.7567
1031,433,zapad,36.4776,55.7027
1175,434,jug,37.5521,51.5202
1400,434,sever,36.1519,58.5613
3178,434,vostok,44.2266,55.6525
1314,434,zapad,36.645,55.6663
1719,435,jug,37.7906,51.5468
1402,435,sever,36.7564,58.5128
3179,435,vostok,44.2341,55.5921
1315,435,zapad,36.8346,55.729
1167,436,jug,37.1001,51.4703
1398,436,sever,36.5422,58.4627
3180,436,vostok,44.463,55.6369
1032,436,zapad,36.3153,55.6533
1168,437,jug,37.1493,51.405
1397,437,sever,36.2957,58.4543
3181,437,vostok,44.7485,55.6326
1316,437,zapad,36.9687,55.6359
1173,438,jug,37.4317,51.3947
944,438,sever,36.0232,58.4261
3188,438,vostok,44.9107,55.5607
1030,438,zapad,36.0483,55.5899
1174,439,jug,37.6291,51.4246
1395,439,sever,36.6816,58.3614
3167,439,vostok,44.2094,55.4458
1033,439,zapad,36.2737,55.5936
1720,440,jug,37.8906,51.4538
945,440,sever,36.0522,58.3189
3174,440,vostok,44.5645,55.5187
1312,440,zapad,36.5561,55.5574
1170,441,jug,37.1618,51.2973
1396,441,sever,36.4221,58.3207
3173,441,vostok,44.7276,55.4508
1313,441,zapad,36.6912,55.5933
1172,442,jug,37.5247,51.2904
1394,442,sever,36.8174,58.2443
3164,442,vostok,44.0727,55.3502
1034,442,zapad,36.1062,55.4782
1728,443,jug,37.817,51.3588
1389,443,sever,36.3062,58.1988
3166,443,vostok,44.3542,55.3653
1035,443,zapad,36.3738,55.4613
1169,444,jug,37.0059,51.2153
1390,444,sever,36.6175,58.2169
3170,444,vostok,44.6423,55.3196
1317,444,zapad,36.6208,55.4669
1171,445,jug,37.3941,51.2452
1391,445,sever,36.8075,58.1231
3172,445,vostok,44.9476,55.3685
1036,445,zapad,36.1765,55.3746
1163,446,jug,37.7454,51.2162
952,446,sever,36.183,58.0816
3165,446,vostok,44.2843,55.2849
1301,446,zapad,36.5626,55.3668
1159,447,jug,37.1455,51.0722
1388,447,sever,36.4303,58.1007
3168,447,vostok,44.3735,55.2056
1302,447,zapad,36.8269,55.4223
1161,448,jug,37.4069,51.143
1386,448,sever,36.6562,58.0388
3169,448,vostok,44.7805,55.2066
1303,448,zapad,36.9692,55.372
1162,449,jug,37.6085,51.1189
1514,449,sever,37.2542,58.915
3171,449,vostok,44.9326,55.2074
1037,449,zapad,36.337,55.3159
1160,450,jug,37.4449,51.0321
1408,450,sever,37.1326,58.7885
3159,450,vostok,44.0803,55.153
1300,450,zapad,36.6392,55.2906
1714,451,jug,38.1001,51.9043
1517,451,sever,37.2462,58.7912
3157,451,vostok,44.2393,55.0548
1042,451,zapad,36.0445,55.2469
1716,452,jug,38.5243,51.9189
1518,452,sever,37.6026,58.7282
3158,452,vostok,44.3657,55.1105
1304,452,zapad,36.838,55.2401
1786,453,jug,38.7266,51.9598
1519,453,sever,37.841,58.6722
3160,453,vostok,44.6918,55.1136
1046,453,zapad,36.0302,55.1543
1715,454,jug,38.3522,51.8555
1515,454,sever,37.3378,58.6325
3395,454,vostok,45.0733,55.8994
1043,454,zapad,36.1858,55.2025
1778,455,jug,38.5358,51.7854
1516,455,sever,37.4659,58.6306
3394,455,vostok,45.2477,55.9715
1044,455,zapad,36.4433,55.2081
1779,456,jug,38.7603,51.8053
1521,456,sever,37.2621,58.5247
3393,456,vostok,45.7092,55.9097
1299,456,zapad,36.691,55.17
1780,457,jug,38.8921,51.8359
1399,457,sever,37.0496,58.4257
3396,457,vostok,45.1913,55.7915
1298,457,zapad,36.9704,55.1388
1713,458,jug,38.2147,51.7213
1522,458,sever,37.4902,58.441
3397,458,vostok,45.4882,55.8311
1047,458,zapad,36.1007,55.0291
1781,459,jug,38.8656,51.7176
1523,459,sever,37.3085,58.4167
3399,459,vostok,45.7228,55.7813
1045,459,zapad,36.3479,55.063
1723,460,jug,38.3173,51.58
1525,460,sever,37.6836,58.3892
3400,460,vostok,45.8882,55.8014
1296,460,zapad,36.5834,55.0417
1724,461,jug,38.436,51.6553
1524,461,sever,37.5239,58.333
3398,461,vostok,45.4005,55.7121
1297,461,zapad,36.834,55.0366
1725,462,jug,38.6076,51.6085
1393,462,sever,37.0923,58.2944
3401,462,vostok,45.8736,55.6878
1328,462,zapad,37.2341,55.9822
1721,463,jug,38.1439,51.4608
1531,463,sever,37.9479,58.297
3404,463,vostok,45.1478,55.6092
1597,463,zapad,37.553,55.9559
1727,464,jug,38.3974,51.4896
1526,464,sever,37.3337,58.2714
3405,464,vostok,45.5518,55.5808
1327,464,zapad,37.1159,55.8688
1726,465,jug,38.5925,51.4639
1529,465,sever,37.7481,58.2692
3406,465,vostok,45.8312,55.571
1329,465,zapad,37.3526,55.8683
1775,466,jug,38.6407,51.5093
1528,466,sever,37.5804,58.2452
3407,466,vostok,45.0971,55.5019
1598,466,zapad,37.6819,55.8985
1776,467,jug,38.8099,51.5498
1392,467,sever,37.0974,58.1897
3408,467,vostok,45.1275,55.3849
1600,467,zapad,37.9301,55.8665
1530,468,sever,37.8307,58.1767
3409,468,vostok,45.9593,55.4575
1322,468,zapad,37.059,55.7512
1774,469,jug,38.9223,51.4331
1527,469,sever,37.2912,58.1494
3412,469,vostok,45.3328,55.2848
1321,469,zapad,37.3315,55.7241
1729,470,jug,38.0533,51.3328
1387,470,sever,37.078,58.0773
3411,470,vostok,45.5986,55.2354
1607,470,zapad,37.8393,55.6967
1733,471,jug,38.3875,51.278
1534,471,sever,37.5188,58.0563
3410,471,vostok,45.981,55.2524
1319,471,zapad,37.1555,55.6146
1769,472,jug,38.6964,51.2434
1537,472,sever,37.7434,58.0726
3413,472,vostok,45.2269,55.1497
1609,472,zapad,37.5698,55.655
1772,473,jug,38.7732,51.3234
1511,473,sever,38.1248,58.9666
3414,473,vostok,45.7084,55.1466
1611,473,zapad,37.7968,55.6433
1773,474,jug,38.9895,51.3914
1512,474,sever,38.3553,58.9825
3416,474,vostok,45.0373,55.1002
1320,474,zapad,37.3514,55.584
1770,475,jug,38.9582,51.2108
1962,475,sever,38.6133,58.9765
3421,475,vostok,45.3901,55.0613
1610,475,zapad,37.5699,55.5568
1730,476,jug,38.1466,51.143
1964,476,sever,38.9728,58.9772
3422,476,vostok,45.6518,55.0215
1318,476,zapad,37.0683,55.517
1731,477,jug,38.1476,51.0034
1961,477,sever,38.6397,58.8548
3415,477,vostok,45.8901,55.0545
1612,477,zapad,37.7649,55.5287
1732,478,jug,38.3865,51.1092
1965,478,sever,38.9048,58.8411
3402,478,vostok,46.0354,55.922
1310,478,zapad,37.2289,55.4333
1768,479,jug,38.6309,51.0523
1520,479,sever,38.3281,58.8292
3403,479,vostok,46.1205,55.9355
1311,479,zapad,37.4461,55.4411
1761,480,jug,38.9818,51.0325
1959,480,sever,38.7251,58.7371
3500,480,vostok,46.3518,55.9029
1614,480,zapad,37.6162,55.4107
3693,481,jug,35.5364,50.9269
1960,481,sever,38.5062,58.7361
3498,481,vostok,46.4021,55.6871
1615,481,zapad,37.8329,55.4046
638,482,jug,35.9659,50.8984
1958,482,sever,38.9056,58.6025
3499,482,vostok,46.9107,55.7353
1305,482,zapad,37.1479,55.2775
632,483,jug,35.5135,50.7869
1953,483,sever,38.8834,58.3119
3497,483,vostok,46.875,55.573
1309,483,zapad,37.4093,55.3087
633,484,jug,35.5123,50.7052
1532,484,sever,38.1481,58.2207
3495,484,vostok,46.2329,55.437
1621,484,zapad,37.5957,55.2504
634,485,jug,35.8775,50.7078
1951,485,sever,38.6721,58.1948
3496,485,vostok,46.5187,55.4297
1622,485,zapad,37.8126,55.2451
621,486,jug,35.4287,50.6293
1533,486,sever,38.0818,58.1569
3493,486,vostok,46.533,55.3235
1306,486,zapad,37.2287,55.1885
4031,487,jug,35.7343,50.6585
1540,487,sever,38.2205,58.1117
3489,487,vostok,46.3249,55.2316
1308,487,zapad,37.4245,55.1885
4030,488,jug,35.7479,50.5973
1541,488,sever,38.4354,58.1227
3488,488,vostok,46.1378,55.136
1307,488,zapad,37.1873,55.0947
629,489,jug,35.971,50.6553
1952,489,sever,38.9139,58.1374
3492,489,vostok,46.5433,55.1193
1624,489,zapad,37.6511,55.1006
622,490,jug,35.501,50.5209
1950,490,sever,38.6629,58.0541
3494,490,vostok,46.1647,55.0175
1623,490,zapad,37.8639,55.122
623,491,jug,35.9158,50.4667
1539,491,sever,38.2137,58.0279
3490,491,vostok,46.3099,55.0663
1294,491,zapad,37.3817,54.995
637,492,jug,36.2165,50.8789
2077,492,sever,39.7937,58.8855
3491,492,vostok,46.534,55.0076
1633,492,zapad,37.8155,55.0004
641,493,jug,36.3891,50.9506
2084,493,sever,39.5267,58.8192
3642,493,vostok,47.398,55.819
1135,494,jug,36.6336,50.8943
1966,494,sever,39.1677,58.7805
3643,495,vostok,47.6789,55.6476
3689,494,vostok,48.1681,55.8317
1146,495,jug,36.86,50.8911
2085,495,sever,39.4012,58.782
635,496,jug,36.1053,50.7729
2083,496,sever,39.9554,58.7905
3644,496,vostok,47.1773,55.4441
636,497,jug,36.4316,50.8182
2086,497,sever,39.3566,58.6721
3645,497,vostok,47.4814,55.4035
1136,498,jug,36.6902,50.7871
2091,498,sever,39.8112,58.669
3646,498,vostok,47.8277,55.4455
1147,499,jug,36.9484,50.732
1957,499,sever,39.1319,58.6327
3647,499,vostok,47.926,55.4015
630,500,jug,36.1651,50.6329
2090,500,sever,39.5878,58.6264
3651,500,vostok,47.1716,55.2713
631,501,jug,36.4424,50.657
2087,501,sever,39.3647,58.6172
3650,501,vostok,47.4319,55.2548
3811,501,zapad,30.8797,54.8128
1137,502,jug,36.6462,50.6072
1956,502,sever,39.1171,58.4728
3649,502,vostok,47.6305,55.2548
136,502,zapad,31.4229,54.9615
1148,503,jug,36.943,50.6468
2088,503,sever,39.4177,58.48
3648,503,vostok,47.8955,55.3292
137,503,zapad,31.6976,54.9715
627,504,jug,36.3932,50.5295
2089,504,sever,39.6557,58.4696
3652,504,vostok,48.0535,55.2717
3813,504,zapad,31.0522,54.8804
1141,505,jug,36.8061,50.4945
1955,505,sever,39.2246,58.3836
3653,505,vostok,47.3132,55.0027
3938,505,zapad,31.2075,54.8799
624,506,jug,36.1842,50.4264
2093,506,sever,39.4688,58.3758
1632,506,vostok,38.0473,54.9095
140,506,zapad,31.5399,54.8361
1138,507,jug,36.5719,50.4066
2092,507,sever,39.899,58.3937
1631,507,vostok,38.2713,54.9127
3941,507,zapad,31.8341,54.8139
626,508,jug,36.3051,50.3015
2094,508,sever,39.5334,58.3016
1643,508,vostok,38.3889,54.8778
3812,508,zapad,31.0917,54.7422
625,509,jug,36.5445,50.2962
1954,509,sever,39.1875,58.2499
1862,509,vostok,38.588,54.877
3939,509,zapad,31.333,54.6875
1139,510,jug,36.8354,50.3327
2096,510,sever,39.8882,58.2669
1863,510,vostok,38.9198,54.9081
139,510,zapad,31.7172,54.7136
3691,511,jug,37.2634,50.9674
2097,511,sever,39.6558,58.2215
1638,511,vostok,38.0464,54.7949
3942,511,zapad,31.8964,54.6733
3692,512,jug,37.6087,50.9066
2095,512,sever,39.237,58.172
1642,512,vostok,38.438,54.8157
3940,512,zapad,31.231,54.5733
1155,513,jug,37.1926,50.8325
2100,513,sever,39.6267,58.1159
1861,513,vostok,38.9039,54.8323
138,513,zapad,31.4966,54.6119
2099,514,sever,39.9348,58.1099
